OrderID,ReturnDate,Reason
ORD163606,2025-04-15,Not Needed
ORD156631,2025-04-01,Damaged
ORD168270,2025-07-05,Damaged
ORD111362,2024-04-18,Wrong Item
ORD108710,2023-10-30,Wrong Item
ORD111371,2025-01-31,Wrong Item
ORD195115,2024-12-28,Damaged
ORD125554,2025-01-01,Wrong Item
ORD101718,2025-03-11,Not Needed
ORD141652,2024-12-17,Damaged
ORD192555,2025-05-25,Wrong Item
ORD190530,2024-09-29,Damaged
ORD175076,2025-04-05,Damaged
ORD101938,2025-06-26,Wrong Item
ORD193303,2025-02-16,Late Delivery
ORD107863,2024-07-12,Damaged
ORD178601,2025-06-08,Not Needed
ORD108546,2025-07-07,Wrong Item
ORD134818,2024-08-13,Not Needed
ORD180549,2024-10-15,Damaged
ORD198204,2024-08-26,Wrong Item
ORD122644,2025-04-06,Late Delivery
ORD194216,2025-07-07,Damaged
ORD102996,2025-06-16,Wrong Item
ORD105178,2025-02-28,Not Needed
ORD111922,2025-03-09,Damaged
ORD187741,2024-10-31,Wrong Item
ORD110513,2025-05-20,Wrong Item
ORD176236,2025-03-23,Wrong Item
ORD108035,2025-05-09,Not Needed
ORD142375,2024-06-09,Late Delivery
ORD110825,2025-06-02,Late Delivery
ORD130758,2025-05-22,Wrong Item
ORD160015,2025-04-27,Damaged
ORD142060,2025-02-20,Not Needed
ORD169682,2024-01-18,Damaged
ORD193158,2025-03-11,Late Delivery
ORD157903,2024-08-26,Damaged
ORD139161,2024-08-02,Wrong Item
ORD102086,2025-01-30,Damaged
ORD195453,2024-04-14,Damaged
ORD158302,2025-02-17,Wrong Item
ORD126112,2024-10-26,Wrong Item
ORD153081,2025-02-21,Damaged
ORD124186,2024-11-01,Late Delivery
ORD154934,2025-06-20,Wrong Item
ORD174908,2025-06-29,Damaged
ORD143257,2025-01-18,Wrong Item
ORD188878,2025-07-06,Wrong Item
ORD145282,2025-06-17,Late Delivery
ORD131098,2025-06-18,Not Needed
ORD100505,2024-12-13,Not Needed
ORD151427,2025-05-02,Damaged
ORD150103,2024-03-26,Wrong Item
ORD135345,2024-05-24,Damaged
ORD128745,2024-11-16,Late Delivery
ORD150798,2024-02-10,Late Delivery
ORD117497,2025-07-06,Late Delivery
ORD162446,2024-05-15,Wrong Item
ORD199462,2024-12-05,Not Needed
ORD121550,2024-07-13,Not Needed
ORD149232,2024-09-30,Not Needed
ORD100127,2025-03-15,Not Needed
ORD191789,2025-04-20,Wrong Item
ORD122610,2025-02-25,Damaged
ORD174250,2024-03-01,Wrong Item
ORD113130,2025-03-10,Late Delivery
ORD183890,2025-04-12,Late Delivery
ORD177802,2025-02-27,Damaged
ORD104148,2025-07-01,Late Delivery
ORD135913,2025-07-03,Late Delivery
ORD155851,2025-06-08,Late Delivery
ORD194925,2024-08-05,Wrong Item
ORD186966,2023-10-02,Not Needed
ORD189459,2025-02-27,Wrong Item
ORD113198,2025-07-01,Damaged
ORD131161,2025-01-07,Late Delivery
ORD122196,2024-11-14,Not Needed
ORD139554,2024-11-21,Wrong Item
ORD122330,2025-07-07,Wrong Item
ORD137129,2025-06-10,Not Needed
ORD196494,2024-06-28,Wrong Item
ORD135463,2024-11-23,Damaged
ORD141647,2025-05-01,Wrong Item
ORD180590,2023-12-12,Damaged
ORD176873,2024-06-21,Damaged
ORD196062,2025-04-12,Damaged
ORD120306,2025-06-20,Not Needed
ORD144707,2025-06-21,Late Delivery
ORD106426,2023-10-22,Wrong Item
ORD192283,2025-07-02,Damaged
ORD140470,2024-09-09,Not Needed
ORD195334,2024-07-26,Late Delivery
ORD163390,2024-10-13,Damaged
ORD168127,2025-07-07,Not Needed
ORD166824,2025-05-06,Damaged
ORD115884,2025-04-20,Wrong Item
ORD155379,2025-06-11,Damaged
ORD117284,2024-09-01,Not Needed
ORD179954,2025-02-05,Late Delivery
ORD139521,2025-06-22,Damaged
ORD128126,2025-03-13,Wrong Item
ORD177657,2025-05-31,Damaged
ORD119108,2024-07-04,Wrong Item
ORD153737,2025-06-29,Not Needed
ORD146153,2024-07-27,Damaged
ORD119170,2025-05-25,Wrong Item
ORD110218,2025-03-31,Wrong Item
ORD186762,2025-07-02,Wrong Item
ORD151075,2025-06-28,Late Delivery
ORD142619,2025-01-28,Late Delivery
ORD196401,2025-01-28,Not Needed
ORD118652,2025-06-10,Damaged
ORD173940,2025-01-25,Wrong Item
ORD196555,2024-08-10,Damaged
ORD114762,2024-06-24,Damaged
ORD122977,2024-08-22,Damaged
ORD121758,2025-05-02,Wrong Item
ORD139714,2023-12-21,Wrong Item
ORD192766,2024-08-03,Not Needed
ORD134352,2025-05-25,Not Needed
ORD164570,2024-09-01,Late Delivery
ORD123841,2024-09-23,Wrong Item
ORD196688,2025-02-05,Damaged
ORD173205,2023-10-28,Late Delivery
ORD132318,2025-05-06,Not Needed
ORD137833,2025-06-04,Damaged
ORD136198,2024-08-31,Wrong Item
ORD102259,2024-07-01,Late Delivery
ORD168356,2025-01-31,Damaged
ORD171107,2024-04-23,Not Needed
ORD118987,2024-05-28,Damaged
ORD177361,2024-12-06,Late Delivery
ORD117836,2025-02-14,Late Delivery
ORD182327,2024-06-16,Wrong Item
ORD101054,2025-04-17,Not Needed
ORD115922,2025-03-13,Damaged
ORD192670,2025-04-05,Not Needed
ORD186991,2024-04-20,Damaged
ORD100502,2025-06-06,Damaged
ORD189644,2025-03-04,Wrong Item
ORD169373,2025-03-31,Late Delivery
ORD127595,2024-10-05,Not Needed
ORD134625,2024-12-16,Late Delivery
ORD132866,2024-07-13,Wrong Item
ORD132770,2024-10-23,Damaged
ORD137818,2025-02-06,Wrong Item
ORD190214,2025-04-23,Damaged
ORD152987,2025-04-19,Damaged
ORD123883,2024-02-18,Not Needed
ORD195434,2025-03-22,Wrong Item
ORD140420,2025-01-05,Not Needed
ORD159726,2025-06-14,Damaged
ORD168520,2025-06-24,Wrong Item
ORD188203,2025-03-04,Damaged
ORD157322,2025-03-10,Wrong Item
ORD197139,2024-01-24,Late Delivery
ORD109543,2024-04-08,Late Delivery
ORD113464,2025-01-13,Not Needed
ORD119425,2024-08-22,Late Delivery
ORD138853,2025-03-29,Not Needed
ORD199863,2025-06-05,Wrong Item
ORD124710,2024-09-17,Late Delivery
ORD160467,2024-09-07,Not Needed
ORD101384,2024-03-11,Wrong Item
ORD104699,2025-04-27,Late Delivery
ORD145449,2023-09-26,Late Delivery
ORD165202,2024-08-04,Wrong Item
ORD160090,2025-01-19,Damaged
ORD131470,2025-02-05,Wrong Item
ORD169019,2024-07-28,Wrong Item
ORD151758,2024-01-07,Not Needed
ORD159098,2024-12-30,Wrong Item
ORD178632,2025-07-06,Late Delivery
ORD131733,2024-10-21,Wrong Item
ORD105982,2025-03-24,Late Delivery
ORD107331,2025-05-04,Wrong Item
ORD178674,2025-03-21,Late Delivery
ORD104080,2025-05-07,Wrong Item
ORD148600,2024-09-28,Damaged
ORD168954,2025-05-05,Not Needed
ORD113547,2025-04-27,Damaged
ORD107116,2024-11-28,Wrong Item
ORD172130,2025-06-27,Wrong Item
ORD111134,2025-03-14,Not Needed
ORD157992,2024-07-18,Wrong Item
ORD162437,2025-02-24,Late Delivery
ORD126594,2025-01-02,Damaged
ORD120441,2025-06-13,Wrong Item
ORD165947,2024-06-04,Late Delivery
ORD196590,2025-05-24,Late Delivery
ORD143537,2024-11-06,Damaged
ORD120266,2024-12-22,Not Needed
ORD164012,2024-07-08,Damaged
ORD102168,2025-02-14,Damaged
ORD159865,2025-02-14,Late Delivery
ORD127876,2025-02-05,Not Needed
ORD189078,2024-07-22,Wrong Item
ORD195366,2025-03-11,Damaged
ORD191411,2025-03-06,Late Delivery
ORD129222,2025-01-30,Not Needed
ORD176823,2024-06-21,Damaged
ORD129337,2025-06-28,Late Delivery
ORD190329,2024-11-28,Wrong Item
ORD100804,2024-10-02,Late Delivery
ORD139885,2025-02-14,Not Needed
ORD142560,2025-04-29,Not Needed
ORD178783,2025-01-26,Damaged
ORD130512,2025-05-19,Late Delivery
ORD180441,2024-03-25,Wrong Item
ORD137143,2025-04-11,Not Needed
ORD121592,2024-10-30,Wrong Item
ORD109202,2025-06-25,Not Needed
ORD176451,2025-05-06,Wrong Item
ORD154010,2023-12-11,Late Delivery
ORD166860,2025-03-01,Late Delivery
ORD181148,2024-01-13,Not Needed
ORD149498,2025-06-01,Not Needed
ORD102873,2024-06-28,Not Needed
ORD152216,2024-12-25,Damaged
ORD175292,2024-03-30,Damaged
ORD166693,2024-11-16,Damaged
ORD137979,2025-06-14,Damaged
ORD100134,2025-01-09,Not Needed
ORD127819,2024-05-24,Late Delivery
ORD179184,2024-09-20,Wrong Item
ORD119320,2025-05-09,Damaged
ORD151420,2024-08-29,Not Needed
ORD184148,2024-08-03,Late Delivery
ORD108542,2025-06-13,Not Needed
ORD105603,2025-02-25,Damaged
ORD154806,2025-03-09,Late Delivery
ORD135703,2025-06-17,Damaged
ORD123209,2025-02-27,Late Delivery
ORD186622,2025-07-07,Damaged
ORD187466,2023-11-07,Damaged
ORD148272,2025-06-30,Not Needed
ORD111753,2024-08-31,Damaged
ORD171534,2025-04-14,Damaged
ORD195133,2025-02-10,Damaged
ORD177144,2025-07-07,Wrong Item
ORD126554,2025-03-27,Damaged
ORD148389,2024-03-15,Not Needed
ORD142577,2025-04-03,Damaged
ORD114792,2024-10-23,Wrong Item
ORD199623,2025-02-18,Damaged
ORD121808,2024-05-14,Late Delivery
ORD100342,2024-04-23,Late Delivery
ORD153480,2025-05-20,Damaged
ORD111725,2025-07-05,Late Delivery
ORD195336,2023-11-04,Not Needed
ORD173550,2024-09-18,Late Delivery
ORD179514,2025-04-29,Late Delivery
ORD165675,2025-06-13,Late Delivery
ORD161253,2025-02-11,Not Needed
ORD115777,2025-05-12,Not Needed
ORD151537,2025-01-28,Late Delivery
ORD141586,2024-08-03,Wrong Item
ORD186977,2024-05-10,Wrong Item
ORD181364,2024-12-16,Not Needed
ORD110849,2025-06-29,Late Delivery
ORD102999,2025-07-02,Wrong Item
ORD184348,2024-09-03,Not Needed
ORD187135,2025-07-04,Damaged
ORD144833,2024-12-01,Not Needed
ORD122929,2025-07-03,Wrong Item
ORD157082,2024-10-05,Late Delivery
ORD108936,2025-06-16,Late Delivery
ORD129931,2025-03-16,Wrong Item
ORD108191,2025-05-17,Not Needed
ORD100673,2025-04-19,Damaged
ORD148782,2024-08-09,Not Needed
ORD146462,2025-06-24,Wrong Item
ORD102483,2024-11-18,Not Needed
ORD167046,2024-12-19,Late Delivery
ORD118475,2025-03-11,Damaged
ORD171191,2024-05-23,Not Needed
ORD174110,2024-09-19,Not Needed
ORD194379,2025-06-22,Not Needed
ORD156602,2024-07-07,Not Needed
ORD181511,2025-03-16,Wrong Item
ORD181262,2025-04-30,Late Delivery
ORD160033,2025-04-25,Damaged
ORD190918,2024-06-08,Late Delivery
ORD148641,2025-04-17,Wrong Item
ORD182816,2025-03-03,Late Delivery
ORD169036,2025-06-10,Wrong Item
ORD147978,2025-06-13,Wrong Item
ORD179817,2024-09-30,Late Delivery
ORD173421,2025-05-07,Wrong Item
ORD151202,2025-06-12,Damaged
ORD156839,2024-12-23,Not Needed
ORD151698,2024-10-08,Late Delivery
ORD118734,2024-10-27,Not Needed
ORD148252,2024-10-02,Not Needed
ORD142643,2024-02-10,Not Needed
ORD158746,2025-07-04,Late Delivery
ORD129414,2025-01-27,Not Needed
ORD176541,2024-11-02,Not Needed
ORD183539,2024-12-30,Not Needed
ORD122892,2024-05-22,Damaged
ORD197671,2025-06-14,Late Delivery
ORD161257,2025-05-06,Late Delivery
ORD112528,2025-05-24,Not Needed
ORD128486,2025-07-02,Not Needed
ORD139924,2025-05-17,Not Needed
ORD153674,2025-05-15,Late Delivery
ORD184111,2024-09-09,Late Delivery
ORD157355,2025-01-07,Late Delivery
ORD138114,2025-06-04,Not Needed
ORD104684,2024-10-22,Damaged
ORD143582,2024-08-05,Not Needed
ORD194480,2025-04-06,Damaged
ORD190424,2024-11-16,Not Needed
ORD111126,2023-11-13,Not Needed
ORD101196,2025-06-10,Late Delivery
ORD113694,2023-12-28,Not Needed
ORD150600,2025-01-26,Damaged
ORD194028,2025-01-19,Wrong Item
ORD105330,2025-05-11,Not Needed
ORD195027,2025-03-21,Not Needed
ORD155990,2024-03-08,Not Needed
ORD115750,2025-06-28,Damaged
ORD147593,2024-06-24,Wrong Item
ORD167453,2024-04-26,Damaged
ORD148214,2025-06-25,Wrong Item
ORD133634,2024-07-28,Late Delivery
ORD160900,2024-11-06,Damaged
ORD186920,2025-05-31,Late Delivery
ORD136721,2025-03-02,Damaged
ORD101862,2025-03-13,Damaged
ORD155955,2025-01-18,Not Needed
ORD148466,2024-12-16,Damaged
ORD192593,2024-07-18,Not Needed
ORD137753,2024-09-04,Not Needed
ORD114406,2025-03-16,Not Needed
ORD134993,2025-07-06,Wrong Item
ORD130357,2025-03-14,Wrong Item
ORD150923,2025-02-19,Not Needed
ORD115514,2025-06-15,Damaged
ORD185484,2024-07-07,Wrong Item
ORD138181,2024-12-14,Late Delivery
ORD102182,2024-12-13,Late Delivery
ORD128238,2025-07-01,Damaged
ORD147889,2024-12-13,Not Needed
ORD183771,2025-03-13,Not Needed
ORD108518,2025-05-21,Wrong Item
ORD119757,2025-06-12,Not Needed
ORD186035,2025-05-22,Wrong Item
ORD101576,2025-04-09,Damaged
ORD146391,2024-09-08,Not Needed
ORD130452,2025-05-17,Not Needed
ORD136585,2025-06-21,Not Needed
ORD140147,2025-07-07,Wrong Item
ORD108169,2025-05-01,Wrong Item
ORD185241,2025-05-07,Late Delivery
ORD115287,2025-03-01,Wrong Item
ORD123861,2024-03-25,Wrong Item
ORD164476,2024-06-28,Late Delivery
ORD187691,2025-02-09,Damaged
ORD192370,2025-04-08,Not Needed
ORD168262,2025-06-01,Not Needed
ORD182699,2025-03-27,Not Needed
ORD131447,2024-07-14,Damaged
ORD104779,2025-07-01,Damaged
ORD177055,2024-07-01,Late Delivery
ORD191443,2025-03-23,Late Delivery
ORD151449,2025-05-01,Wrong Item
ORD192035,2025-04-01,Late Delivery
ORD106650,2025-04-24,Late Delivery
ORD172763,2024-01-14,Damaged
ORD109763,2024-12-23,Late Delivery
ORD186312,2025-04-26,Not Needed
ORD121598,2025-03-17,Not Needed
ORD142158,2024-11-22,Late Delivery
ORD115392,2025-02-09,Damaged
ORD166781,2025-02-15,Damaged
ORD174252,2025-03-18,Late Delivery
ORD101091,2024-12-11,Damaged
ORD120596,2025-05-01,Late Delivery
ORD117454,2024-05-20,Wrong Item
ORD198351,2023-10-02,Wrong Item
ORD104975,2024-11-07,Damaged
ORD109922,2025-05-23,Late Delivery
ORD141204,2025-06-11,Late Delivery
ORD163978,2025-03-14,Late Delivery
ORD114964,2025-04-21,Damaged
ORD118592,2025-03-04,Not Needed
ORD177615,2024-10-09,Not Needed
ORD159950,2025-05-18,Not Needed
ORD137026,2024-08-10,Not Needed
ORD162879,2024-08-18,Not Needed
ORD167292,2025-07-04,Late Delivery
ORD139982,2025-07-06,Late Delivery
ORD154446,2024-11-28,Not Needed
ORD178746,2025-02-22,Damaged
ORD148475,2024-10-15,Not Needed
ORD154409,2025-05-29,Not Needed
ORD158903,2024-06-22,Not Needed
ORD150804,2024-07-15,Late Delivery
ORD114304,2024-02-28,Late Delivery
ORD153623,2025-03-06,Wrong Item
ORD137637,2025-06-13,Damaged
ORD138657,2024-01-02,Not Needed
ORD160255,2025-07-04,Late Delivery
ORD102530,2025-02-21,Late Delivery
ORD121255,2025-04-22,Late Delivery
ORD188492,2025-06-19,Damaged
ORD147720,2024-11-16,Late Delivery
ORD151762,2025-06-14,Not Needed
ORD154408,2024-12-20,Late Delivery
ORD154132,2025-06-16,Damaged
ORD125159,2025-03-18,Wrong Item
ORD132674,2025-02-26,Wrong Item
ORD161823,2025-06-14,Damaged
ORD154690,2024-07-20,Not Needed
ORD104195,2025-05-19,Not Needed
ORD152525,2025-02-25,Damaged
ORD115844,2025-04-13,Not Needed
ORD112053,2025-06-26,Wrong Item
ORD136909,2025-04-22,Late Delivery
ORD113132,2024-07-20,Not Needed
ORD108932,2025-07-07,Damaged
ORD168534,2024-08-22,Not Needed
ORD170098,2025-06-17,Damaged
ORD112325,2025-04-12,Late Delivery
ORD110429,2024-08-20,Not Needed
ORD122819,2025-05-03,Not Needed
ORD138950,2023-10-29,Not Needed
ORD143545,2025-05-15,Damaged
ORD117370,2025-07-05,Wrong Item
ORD119803,2025-04-26,Wrong Item
ORD161237,2024-12-23,Not Needed
ORD117947,2024-10-03,Damaged
ORD113655,2025-06-04,Late Delivery
ORD110592,2024-12-14,Damaged
ORD129267,2025-03-05,Damaged
ORD165393,2024-12-31,Late Delivery
ORD125870,2025-01-17,Damaged
ORD115403,2025-03-12,Late Delivery
ORD196449,2025-06-09,Not Needed
ORD196853,2024-05-05,Damaged
ORD129040,2025-05-18,Damaged
ORD120291,2024-05-28,Damaged
ORD101879,2025-05-26,Late Delivery
ORD129188,2025-07-04,Wrong Item
ORD157675,2025-04-25,Late Delivery
ORD161626,2024-11-23,Late Delivery
ORD183962,2024-12-14,Not Needed
ORD158322,2025-04-05,Not Needed
ORD189799,2024-11-11,Late Delivery
ORD132056,2025-05-02,Late Delivery
ORD152660,2024-12-05,Wrong Item
ORD172884,2025-06-11,Damaged
ORD196477,2025-07-05,Late Delivery
ORD190999,2025-06-18,Late Delivery
ORD154356,2024-03-25,Damaged
ORD126621,2024-09-13,Wrong Item
ORD148462,2025-04-16,Late Delivery
ORD174758,2024-12-13,Late Delivery
ORD137427,2025-02-08,Damaged
ORD192357,2024-04-28,Late Delivery
ORD147555,2024-06-10,Not Needed
ORD183514,2024-07-22,Late Delivery
ORD150505,2025-06-18,Damaged
ORD107538,2025-06-11,Wrong Item
ORD157015,2025-04-15,Wrong Item
ORD168521,2024-08-18,Late Delivery
ORD147314,2025-05-25,Late Delivery
ORD132005,2025-05-02,Late Delivery
ORD148683,2025-05-08,Damaged
ORD128740,2025-02-10,Not Needed
ORD174457,2023-08-26,Not Needed
ORD198126,2025-02-12,Late Delivery
ORD159647,2025-04-14,Late Delivery
ORD134714,2024-08-06,Damaged
ORD176437,2024-09-30,Late Delivery
ORD194547,2024-12-02,Not Needed
ORD199002,2024-05-28,Late Delivery
ORD146633,2025-06-10,Late Delivery
ORD184955,2025-06-05,Wrong Item
ORD174833,2024-02-13,Not Needed
ORD190898,2025-01-10,Late Delivery
ORD152377,2024-12-05,Wrong Item
ORD193242,2024-12-01,Damaged
ORD147099,2024-04-25,Late Delivery
ORD138753,2024-10-04,Wrong Item
ORD105222,2025-06-19,Wrong Item
ORD194198,2025-06-02,Not Needed
ORD105711,2024-05-13,Wrong Item
ORD150651,2025-06-20,Damaged
ORD176658,2025-03-14,Damaged
ORD111583,2025-03-20,Not Needed
ORD197265,2025-06-06,Damaged
ORD195008,2025-05-07,Damaged
ORD100985,2025-02-09,Not Needed
ORD159149,2025-07-01,Not Needed
ORD135928,2025-01-13,Damaged
ORD105619,2024-10-18,Not Needed
ORD118912,2025-03-28,Wrong Item
ORD112298,2025-05-06,Late Delivery
ORD158508,2025-05-30,Not Needed
ORD123607,2025-03-02,Not Needed
ORD110926,2024-12-23,Damaged
ORD168092,2025-04-01,Not Needed
ORD123195,2025-06-19,Wrong Item
ORD164639,2025-01-13,Not Needed
ORD154709,2024-12-22,Wrong Item
ORD195128,2025-06-24,Wrong Item
ORD175084,2024-12-08,Not Needed
ORD142776,2025-04-20,Late Delivery
ORD169168,2025-04-20,Not Needed
ORD133989,2025-06-30,Late Delivery
ORD193111,2025-04-26,Late Delivery
ORD110963,2024-11-14,Late Delivery
ORD149019,2025-01-27,Not Needed
ORD170584,2024-11-22,Damaged
ORD110299,2025-01-05,Wrong Item
ORD157343,2025-05-31,Wrong Item
ORD176299,2025-05-19,Wrong Item
ORD178557,2025-02-07,Late Delivery
ORD149872,2024-09-26,Not Needed
ORD123754,2024-06-22,Wrong Item
ORD117708,2025-06-26,Not Needed
ORD120776,2023-12-25,Not Needed
ORD123917,2024-10-26,Late Delivery
ORD157504,2024-06-03,Damaged
ORD185688,2025-04-15,Damaged
ORD134276,2024-05-18,Damaged
ORD102339,2025-01-19,Damaged
ORD154622,2025-04-30,Wrong Item
ORD186702,2025-05-21,Wrong Item
ORD171316,2023-11-18,Damaged
ORD188928,2025-05-28,Not Needed
ORD146948,2025-06-03,Not Needed
ORD158471,2025-04-07,Late Delivery
ORD159276,2024-06-18,Wrong Item
ORD113858,2025-03-28,Wrong Item
ORD174730,2025-06-21,Late Delivery
ORD152298,2024-05-09,Late Delivery
ORD155927,2025-01-26,Late Delivery
ORD152002,2024-06-07,Not Needed
ORD100980,2024-03-12,Wrong Item
ORD135395,2025-04-30,Not Needed
ORD158380,2025-05-19,Damaged
ORD144243,2025-05-09,Damaged
ORD108745,2025-04-02,Damaged
ORD196758,2024-11-24,Late Delivery
ORD145067,2025-06-26,Late Delivery
ORD124250,2025-04-24,Wrong Item
ORD143811,2024-12-04,Late Delivery
ORD135986,2025-07-06,Not Needed
ORD173842,2025-04-30,Damaged
ORD113563,2025-05-21,Wrong Item
ORD172261,2025-02-01,Damaged
ORD170237,2025-02-02,Damaged
ORD102783,2024-09-05,Wrong Item
ORD141276,2024-08-01,Late Delivery
ORD132901,2023-08-25,Late Delivery
ORD197032,2025-03-19,Not Needed
ORD106667,2025-04-26,Not Needed
ORD123193,2025-05-15,Not Needed
ORD160273,2024-05-11,Damaged
ORD176558,2024-09-15,Wrong Item
ORD108764,2025-07-04,Late Delivery
ORD149447,2025-04-16,Wrong Item
ORD132226,2025-04-02,Not Needed
ORD152826,2024-08-24,Late Delivery
ORD196009,2024-09-21,Damaged
ORD106270,2024-10-25,Wrong Item
ORD168671,2025-05-17,Not Needed
ORD127411,2025-01-31,Wrong Item
ORD136457,2025-02-02,Late Delivery
ORD140211,2025-06-21,Wrong Item
ORD192176,2025-05-25,Not Needed
ORD154579,2025-07-07,Damaged
ORD185060,2025-04-01,Late Delivery
ORD128005,2025-06-08,Damaged
ORD138527,2025-06-28,Not Needed
ORD136532,2024-12-14,Wrong Item
ORD198541,2024-11-06,Damaged
ORD168526,2025-05-01,Damaged
ORD170806,2024-09-13,Damaged
ORD178445,2025-04-28,Late Delivery
ORD153063,2025-04-19,Wrong Item
ORD138424,2025-07-07,Not Needed
ORD161542,2025-06-28,Wrong Item
ORD165198,2025-03-17,Late Delivery
ORD150364,2025-05-17,Late Delivery
ORD111746,2023-12-15,Wrong Item
ORD104024,2025-06-07,Wrong Item
ORD103570,2025-01-19,Damaged
ORD123809,2025-03-02,Not Needed
ORD130094,2025-02-04,Not Needed
ORD180829,2024-01-11,Damaged
ORD134222,2025-06-16,Wrong Item
ORD130686,2024-08-29,Late Delivery
ORD125971,2024-12-23,Late Delivery
ORD103313,2025-06-11,Damaged
ORD158487,2025-03-06,Damaged
ORD153393,2024-07-31,Not Needed
ORD100614,2024-04-05,Wrong Item
ORD158593,2024-07-31,Damaged
ORD110366,2024-09-02,Wrong Item
ORD179696,2025-03-08,Wrong Item
ORD130397,2025-03-28,Damaged
ORD167236,2025-03-10,Wrong Item
ORD129939,2025-01-21,Wrong Item
ORD188897,2024-12-26,Not Needed
ORD155537,2025-05-08,Wrong Item
ORD179824,2025-06-26,Not Needed
ORD164725,2024-11-06,Late Delivery
ORD126566,2024-11-06,Damaged
ORD162676,2025-07-03,Not Needed
ORD104193,2024-08-21,Damaged
ORD112071,2025-06-29,Wrong Item
ORD131427,2025-07-02,Late Delivery
ORD121260,2024-12-01,Not Needed
ORD108663,2025-03-24,Not Needed
ORD186349,2025-06-05,Not Needed
ORD129952,2024-03-14,Late Delivery
ORD121051,2025-06-10,Late Delivery
ORD170628,2024-06-15,Wrong Item
ORD191125,2024-12-14,Not Needed
ORD154637,2025-03-28,Wrong Item
ORD160284,2024-11-09,Damaged
ORD194882,2025-06-11,Wrong Item
ORD139694,2025-06-15,Wrong Item
ORD126237,2025-06-06,Wrong Item
ORD138722,2025-06-20,Damaged
ORD192342,2023-08-11,Wrong Item
ORD142592,2024-07-12,Late Delivery
ORD172269,2024-12-21,Not Needed
ORD197316,2024-09-09,Wrong Item
ORD191340,2025-05-07,Not Needed
ORD199432,2025-06-26,Late Delivery
ORD196991,2024-07-01,Not Needed
ORD194188,2024-02-28,Damaged
ORD100896,2024-12-04,Damaged
ORD167301,2025-07-05,Wrong Item
ORD153921,2025-03-25,Damaged
ORD197620,2025-06-30,Damaged
ORD121377,2024-07-01,Wrong Item
ORD116540,2025-04-03,Not Needed
ORD181011,2025-06-06,Wrong Item
ORD141408,2024-06-15,Damaged
ORD192611,2024-07-29,Wrong Item
ORD139795,2025-03-25,Wrong Item
ORD135379,2025-03-06,Not Needed
ORD127227,2024-11-29,Late Delivery
ORD107112,2025-01-24,Late Delivery
ORD106832,2025-05-29,Not Needed
ORD103737,2024-08-05,Not Needed
ORD129195,2024-11-25,Not Needed
ORD163147,2025-06-08,Wrong Item
ORD165090,2024-12-01,Not Needed
ORD175187,2025-03-18,Damaged
ORD186547,2025-01-30,Not Needed
ORD154966,2023-11-21,Not Needed
ORD149765,2025-06-17,Wrong Item
ORD125743,2025-01-04,Damaged
ORD147641,2024-01-27,Late Delivery
ORD175109,2025-06-07,Late Delivery
ORD142189,2025-05-04,Late Delivery
ORD193051,2024-08-25,Not Needed
ORD181822,2024-09-14,Wrong Item
ORD149771,2024-10-20,Damaged
ORD163345,2024-10-05,Damaged
ORD161569,2025-06-04,Late Delivery
ORD152226,2025-01-05,Late Delivery
ORD186637,2025-06-20,Wrong Item
ORD120228,2025-06-05,Wrong Item
ORD139988,2024-12-29,Damaged
ORD116240,2025-01-26,Damaged
ORD132092,2024-10-02,Damaged
ORD174207,2025-03-16,Late Delivery
ORD134035,2025-07-02,Late Delivery
ORD189519,2024-10-28,Not Needed
ORD191286,2025-04-08,Not Needed
ORD114051,2025-06-05,Wrong Item
ORD183937,2025-06-12,Not Needed
ORD157283,2024-07-30,Not Needed
ORD123035,2025-05-31,Late Delivery
ORD188701,2025-06-12,Wrong Item
ORD135269,2024-12-02,Damaged
ORD198691,2024-11-16,Not Needed
ORD138901,2024-10-16,Damaged
ORD142504,2025-06-06,Wrong Item
ORD164127,2025-06-21,Wrong Item
ORD165905,2025-05-24,Damaged
ORD173311,2024-08-02,Damaged
ORD192252,2025-06-29,Damaged
ORD152128,2025-02-14,Damaged
ORD199488,2025-05-06,Damaged
ORD141388,2025-06-16,Wrong Item
ORD155295,2025-05-30,Late Delivery
ORD133915,2025-06-23,Wrong Item
ORD121890,2024-01-02,Damaged
ORD193064,2025-05-07,Wrong Item
ORD162584,2025-02-07,Not Needed
ORD147344,2025-06-20,Damaged
ORD102687,2024-07-08,Damaged
ORD184125,2025-02-28,Wrong Item
ORD106933,2025-02-02,Late Delivery
ORD173772,2025-06-04,Not Needed
ORD111461,2025-02-07,Late Delivery
ORD180487,2025-05-26,Damaged
ORD162447,2025-05-23,Wrong Item
ORD164798,2024-12-02,Not Needed
ORD183134,2025-02-14,Not Needed
ORD173276,2025-06-13,Not Needed
ORD165335,2024-07-09,Wrong Item
ORD105104,2024-01-26,Late Delivery
ORD152230,2025-03-19,Damaged
ORD142304,2025-05-18,Not Needed
ORD100186,2025-02-18,Wrong Item
ORD173630,2024-07-05,Not Needed
ORD127244,2025-05-09,Not Needed
ORD157787,2025-05-28,Wrong Item
ORD183398,2025-01-06,Damaged
ORD114317,2025-01-03,Not Needed
ORD135089,2025-06-27,Damaged
ORD198755,2025-05-11,Late Delivery
ORD101463,2025-05-31,Late Delivery
ORD179850,2025-06-25,Late Delivery
ORD152765,2024-08-20,Wrong Item
ORD149482,2024-09-12,Not Needed
